name,MEM_MATCH_ID,xapa_ra,xapa_dec,z,r500,r500-,r500+,Tx_500,Tx_500-,Tx_500+,Lx52_500,Lx52_500-,Lx52_500+,Lx_500,Lx_500-,Lx_500+,r2500,r2500-,r2500+,Tx_2500,Tx_2500-,Tx_2500+,Lx52_2500,Lx52_2500-,Lx52_2500+,Lx_2500,Lx_2500-,Lx_2500+,richness,richness_err,XCS_NAME
SDSSXCS-13,13,139.46774,51.725738,0.22690289,1235.473859790749,24.55737559925621,24.55472195828013,7.34605,0.1611642580000003,0.1611196870000002,4.634804202,0.0230655341776175,0.0230106112071961,19.29669612,0.2240030702041195,0.2226655340204502,549.2468710446028,8.7331181977183,8.757135605146843,7.39954,0.1456802395097653,0.1464864284902347,3.500377488,0.0179699381006193,0.0173349120120174,14.63192439,0.1778210158808963,0.1471412697467897,153.60655,4.73977,XMMXCS J091752.2+514332.6
SDSSXCS-5225,5225,140.07752,37.10619000000001,0.23562108,681.1681896221627,13.92192007434546,13.926644587610818,2.61825,0.0381218310000002,0.0382008169999998,1.19748951,0.0074573330520035,0.0080356091887701,3.075932193,0.0292853738415472,0.0275649702404798,302.54157445295016,5.066947871721127,5.07321113423695,2.58337,0.0305437463216553,0.0307808946783447,1.02832151,0.0058027621576204,0.0061638554867387,2.629293051,0.0195612388940196,0.0197429080550524,37.25686,2.9538517,XMMXCS J092018.6+370622.2
SDSSXCS-21,21,140.08869,30.504042,0.30510542,1075.1998349442017,19.1658602589907,19.1776017254148,6.19249,0.1189637770000002,0.1191598819999999,2.595205529,0.0138373926420181,0.0136626626387115,9.836916337,0.1136552108216708,0.1010156864180196,,,,,,,,,,,,,128.64941000000002,5.6737556,XMMXCS J092021.2+303014.5
SDSSXCS-23,23,140.21912,30.46765,0.2942456,746.5318801986044,23.67923087454952,23.808209572547064,3.20416,0.15577488,0.1569138040000002,0.666195448,0.0111075367667864,0.0108665180866927,1.845075263,0.0481898631839101,0.0498315372761966,349.44550909230577,7.956807977719622,9.93736656532156,3.44323,0.1238788087115478,0.1625701682884521,0.4400164243,0.0064064033521267,0.0060364338473736,1.255136378,0.0327581069057756,0.0293813701050633,38.690826,5.167868,XMMXCS J092052.5+302803.5
SDSSXCS-617,617,143.03773,29.083735,0.29994437,828.8788525875161,54.469290567732926,74.29058701463056,4.02627,0.448491277,0.6187903859999997,0.479113649,0.0174952909614411,0.017586499472028,1.46416244,0.0951276145584587,0.0954943529139045,413.91510912723766,31.801109525957788,34.48415256371736,4.65615,0.6387739451967773,0.6932460968032226,0.1919835869,0.0085346971845615,0.0083955036579032,0.6285207165,0.0556806245535871,0.049233098471648,92.20528,5.938926,XMMXCS J093209.0+290501.4
SDSSXCS-6245,6245,145.93562,16.739341,0.18503435,673.8509527339834,47.230846688422005,48.14836467043006,2.37526,0.286340676,0.292376816,0.1301236279,0.0055895952396341,0.0067505841281602,0.3236258874,0.0237651171630364,0.0235544791612619,276.1211979225895,11.053960360532969,19.79965983797952,2.07894,0.1304145717033691,0.2560596322966306,0.07351242237,0.002899032148459,0.0030049098011652,0.1754650053,0.0084935565505346,0.0088126229867051,35.91442,3.2383535,XMMXCS J094344.5+164421.6
SDSSXCS-21847,21847,146.37836,9.775783,0.23818891,572.1594879962931,27.940852203505955,28.244262797228163,1.86063,0.1435531299999999,0.1455726039999998,0.07956683131,0.0030827292307561,0.0033219128792038,0.1839634961,0.0100393111209536,0.0119773222875345,289.1089089904237,11.70968617597622,11.669891841340904,2.44737,0.1583270663376463,0.1576817376623536,0.04703269648,0.0011433984979589,0.0010902252931619,0.1181071443,0.0052525960201225,0.0047773304344844,24.854567000000003,2.7714293,XMMXCS J094530.8+094632.8
SDSSXCS-22748,22748,150.22343,15.675857,0.3122961,619.9470734693357,73.71036037616182,75.98320514048451,2.80557,0.529015163,0.5457696200000002,0.3962525277,0.0218812905167631,0.0268601986662591,1.043085844,0.1161614808517982,0.1224224556317246,280.2149610925719,18.687628412124848,19.02850547414039,2.32328,0.2728495010540772,0.278157987945923,0.2387276027,0.0108166137979987,0.0134095463047461,0.5895941278,0.0425051356957915,0.0446142879141936,20.827253,2.533284,XMMXCS J100053.6+154033.0
SDSSXCS-9,9,150.61494,20.51727,0.3236771,914.7152595891386,54.163020436283,55.90309538314302,4.79095,0.4858921089999999,0.5023537030000007,1.195968823,0.0392271485439852,0.0368408670115938,3.97054617,0.2372478297373326,0.2425106585485763,405.5352219894797,20.0886458637958,20.5433764005117,4.73048,0.408361204091797,0.4178600859082033,0.8117752467,0.0246128658231976,0.0227059539767957,2.678237838,0.1351680119355482,0.1345934278260645,151.36407,5.7609115,XMMXCS J100227.5+203102.1
SDSSXCS-8060,8060,151.92678999999995,38.012805,0.10499291,868.8894247785139,19.370749335478617,19.33916819513503,3.61234,0.103323424,0.1030109719999998,0.2201096972,0.0015610720216589,0.0015314451637077,0.6407783879,0.0107448547316414,0.0109198844003258,358.2320588855757,5.586579142514038,5.593278669417776,3.10635,0.0514345140683594,0.0516047279316405,0.1340676841,0.0007973024715184,0.0007015274980902,0.3667790889,0.0032904970615765,0.003378291282725,24.244368,1.9738064,XMMXCS J100742.4+380046.1
SDSSXCS-15984,15984,154.26426999999995,39.047269,0.2051836,1127.3514138985315,18.575387502702107,18.58472401919207,6.14769,0.091744974,0.0919194980000002,3.980664474,0.0156814972851746,0.0172659851088852,15.02925942,0.1341567544917588,0.1263923489391185,500.1897821730665,5.833766372510533,5.846816351047036,6.12654,0.0792084630209961,0.0796553069790038,3.226461628,0.0121022837441437,0.0132615551154939,12.15918768,0.0897774632485646,0.0801876619305534,31.79558,3.9185114,XMMXCS J101703.4+390250.1
SDSSXCS-75,75,154.39996000000005,59.563959,0.2890586,1246.4144478381645,63.5415824818546,85.65334266695112,8.25773,0.6833658710000003,0.9473527799999992,2.02032238,0.0398879590969794,0.0354681155017226,8.994634703,0.4289343637101126,0.4075784418181225,516.926055772691,24.21077486859138,22.936871859852456,7.2704,0.5715522963022464,0.5395909156977536,1.287243936,0.0209292186300644,0.0240332649115386,5.329256578,0.2262031258231678,0.2147908816938812,123.76782,4.942522,XMMXCS J101735.9+593350.2
SDSSXCS-667,667,155.91568,4.187584200000001,0.29173332,1022.649593525666,14.187656638596486,14.188020377817038,5.61789,0.0213568830000001,0.0213795789999995,12.49191863,0.013903578514288,0.014070471594648,44.99845684,0.0955405924925614,0.0972024961372568,,,,,,,,,,,,,73.53319,3.962966,XMMXCS J102339.7+041115.3
SDSSXCS-9258,9258,159.50506,41.77219,0.13306975,638.1248486152646,29.814812876468697,39.2289177015376,2.20351,0.1573206700000002,0.218629565,0.1016376039,0.0030601408833318,0.0037371559613738,0.2469795154,0.0117768129979027,0.013477332888422,304.7168517285588,12.763522845431815,12.827897551690455,2.33412,0.1602587281715086,0.161224077828491,0.06822600086,0.0016466854707988,0.00177884245585,0.1687482824,0.0060771868887513,0.0067722901132753,24.854567000000003,2.1371262,XMMXCS J103801.2+414619.8
SDSSXCS-1628,1628,160.18457,39.953088,0.1430842,887.8439047374912,13.45855875801628,13.46127088617204,3.82106,0.028675808,0.0287489339999997,3.197735773,0.0078599277881203,0.0083343945208564,9.541964038,0.0428231432472543,0.0398056657942724,390.9930463168557,4.120231609053464,4.12248232577926,3.74708,0.0234006706617431,0.0235137403382568,2.70142688,0.0060855999194497,0.0060651918702259,7.991139038,0.0272453822596112,0.0276883016450391,42.84018,2.5856922,XMMXCS J104044.2+395711.1
SDSSXCS-7405,7405,161.44015,4.340415599999999,0.15054649,792.2444936992645,27.63652253229569,27.67393639079467,3.20506,0.1723900770000002,0.172688876,0.3010211369,0.0049744637947315,0.0052148000924558,0.8337921572,0.0289471348182825,0.0272211612025592,333.95148840860264,9.97517004333967,10.075400520155084,2.87268,0.1341897168067625,0.1358956671932372,0.1564210098,0.0024448157139145,0.002248276361222,0.4153577405,0.0119221332312377,0.0117547956528944,27.127558,2.2205079,XMMXCS J104545.6+042025.4
SDSSXCS-47,47,161.85007,15.24336,0.20857787,855.3701175526056,20.605811840573224,20.68533458754147,3.84195,0.1289571560000002,0.1297426939999999,0.9325028251,0.009960398074418,0.0092570326062271,2.78941539,0.0564725474606153,0.0577332921558171,357.56439913327006,6.25655821308758,7.820261550454759,3.36755,0.0802357632402341,0.1121920877597655,0.559699699,0.005681874970187,0.0060147947778774,1.581828513,0.0254048865973608,0.0233614253385434,127.65784,5.3092155,XMMXCS J104724.0+151436.0
SDSSXCS-7416,7416,164.23042,6.976937,0.32314372,624.1266851647013,45.97370855312341,59.860065342130646,2.25171,0.2947455510000001,0.3899325939999998,0.1413864973,0.0075217873929975,0.0111010599817306,0.3458171472,0.0301821140127094,0.0354131486837746,268.3721928121848,13.899824710563804,14.60648093736661,2.33039,0.1990185735014646,0.2103806284985352,0.08024186989,0.0029723444425651,0.0029649061322094,0.19836246,0.0109661478187875,0.0099853851462098,35.47203,3.0817904,XMMXCS J105655.3+065836.9
SDSSXCS-2588,2588,165.489,22.661791,0.23068812,625.8672415281301,54.76587035383206,64.50657160277633,2.40107,0.3461030159999998,0.411018007,0.292103633,0.0181389381739425,0.0215633865601968,0.7289890643,0.0579729655502198,0.0627228770347699,,,,,,,,,,,,,50.482925,3.5330014,XMMXCS J110157.3+223942.4
SDSSXCS-298,298,168.22279,13.444519,0.17420112,1010.9710329568863,15.466710316524638,15.47031548140746,4.92737,0.0622996310000001,0.0623657629999998,1.990368297,0.0068493592898519,0.0069599628970968,6.701174987,0.0499818358505406,0.0474732750154434,454.4869978686556,4.5589873444411815,4.566315307067639,5.02626,0.0523419511394038,0.0525842198605959,1.383248636,0.0047790348919327,0.0048537901086433,4.704290387,0.0291797098507622,0.0265464733117903,78.33851,3.517416,XMMXCS J111253.4+132640.2
SDSSXCS-10897,10897,170.22943,43.305793,0.18501632,484.298012236756,29.40586942931209,51.29702791771799,1.36573,0.1285202700000001,0.2456239119999999,0.03798999352,0.0051513272085199,0.0077600842797931,0.08013286883,0.0132523120097349,0.0175275479286132,217.3762838678053,8.254810043856367,12.8863184739435,1.36694,0.0655700605148925,0.1287841754851073,0.01327792757,0.0013352660086071,0.0021625940967039,0.02801381346,0.0034319854337024,0.0048121032591082,23.603659,2.234775,XMMXCS J112055.0+431820.8
SDSSXCS-3746,3746,174.09881,7.2270701,0.11559857,887.3301491492427,34.00109436417994,64.18389494357311,4.15245,0.242756081,0.4868116450000004,0.2152626744,0.003294036530425,0.0037330608053467,0.667411393,0.0261014252992876,0.024006157260717,310.23320473351754,8.02623529064407,8.022250608636677,2.46007,0.0865459507906494,0.0864743812093506,0.09512090401,0.0012699870462302,0.0012859061708728,0.2392714441,0.0053838234948388,0.0053495917521895,32.482056,2.4331105,XMMXCS J113623.7+071337.4
SDSSXCS-189,189,175.60401000000005,58.526312,0.33503565,1222.6112970952393,48.10447020016938,47.98628302286243,8.00186,0.5056502270000003,0.5041460459999989,4.839867569,0.0766363205424847,0.0748231964621135,21.15184559,0.8127285782415647,0.808365270349686,523.6516507313785,18.202387695524152,18.45366603955084,7.53626,0.4352059450212406,0.44194953397876,3.332504892,0.0554565058718239,0.0541114593323723,14.07359019,0.4883977507337516,0.4488914783800855,105.88899,4.902218,XMMXCS J114224.9+583134.7
SDSSXCS-4245,4245,177.25939,22.414408,0.16742848,848.1383823526833,75.72176893987015,102.67248370182703,3.40921,0.5457902299999997,0.7449604819999998,0.2259633838,0.0110423557683309,0.0114101295865722,0.6418872889,0.0734106098940537,0.0626028185734053,325.44232673917475,18.601780833986343,18.80342770959081,3.00683,0.2814926610355224,0.2847250409644775,0.1271727163,0.0038260470222535,0.0040625864613385,0.3435550394,0.0186371432359101,0.0187797375096617,38.751846,2.803126,XMMXCS J114902.2+222451.8
SDSSXCS-408,408,178.82585,23.406762,0.13608177,1231.4145774128967,18.35818732723836,18.358034975044653,6.7463,0.0221939239999997,0.0221821870000002,3.93224891,0.0033444213229407,0.0033715502699469,15.63180462,0.0306819063613019,0.0304354914978404,,,,,,,,,,,,,82.25903000000001,3.9225247,XMMXCS J115518.2+232424.3
SDSSXCS-10401,10401,179.61596,26.495390000000004,0.14110902,609.7362606215976,22.255136464618428,21.93960861821628,1.97117,0.098679675,0.0963570079999998,0.2045456807,0.0052686914058983,0.0055339461693096,0.4805966682,0.0162062089776005,0.0186331172703724,272.26394996921675,8.272637713296454,8.19691390725932,1.96329,0.079163070119995,0.0778631518800048,0.1255711537,0.0027675267970661,0.0027464225237359,0.2947009337,0.0082735858805977,0.0084414040512428,24.793547,2.2973104,XMMXCS J115827.8+262943.4
SDSSXCS-58896,58896,180.92831,44.08517,0.33587107,446.23873979974496,26.574435216694614,62.818915665992506,1.37413,0.125800731,0.3333907899999999,0.08420938869,0.0183206524777842,0.0239607488762238,0.177900515,0.0430502984262301,0.057180440188945,216.6433965262568,18.814462643337112,29.699311574003005,1.57102,0.2334545431334838,0.3776664428665162,0.05342669592,0.0059914089886372,0.0072117746969681,0.1172806582,0.0176586585691329,0.0195984993803864,20.2018,2.8603756,XMMXCS J120342.7+440506.6
SDSSXCS-474,474,180.96914,1.7916884999999998,0.24152568,534.2939966287304,29.76412038581332,27.0201419532548,1.58292,0.1449016950000001,0.1278101539999998,0.07824784983,0.0059076886345951,0.0074118729497201,0.1721859774,0.0182405288458294,0.0179941234267426,262.1281359719655,17.605060729955312,33.994740489633465,2.00617,0.2291591164085693,0.4575184965914305,0.03122404423,0.0019473320425004,0.0021739100060046,0.07373780397,0.0058882407587863,0.0063522218012199,80.12334,4.115757,XMMXCS J120352.5+014730.0
SDSSXCS-7247,7247,181.16076,35.375998,0.1896899,340.5055838585081,22.65642213357827,22.38701682558442,0.769846,0.0701635365,0.0688345635999999,0.03221380745,0.0034712161166315,0.0035431053997437,0.05515174073,0.0067127869691953,0.0055316432675457,,,,,,,,,,,,,23.679934,2.2644103,XMMXCS J120438.5+352233.5
SDSSXCS-19467,19467,182.81342,39.196045,0.33760616,1038.444526563234,62.3154457972844,72.48748719970374,6.54718,0.6404218930000001,0.7516127209999999,0.9377961632,0.0253527561360894,0.0260187850959803,3.665420529,0.1751243274598377,0.1842530828897297,,,,,,,,,,,,,37.56196,5.767366,XMMXCS J121115.2+391145.7
SDSSXCS-455,455,184.90442,-3.3113652,0.303949,898.9227207207416,24.8583945823724,24.97373342481618,4.6629,0.1940851269999992,0.1952831880000003,2.328029519,0.0271817653782195,0.0272948060595106,7.626949049,0.1779154295457807,0.169700046558586,415.1293925732453,7.586945071668433,7.676496118443016,4.87319,0.1402212701474612,0.1422833358525395,1.762873151,0.0186820423134208,0.0169210022765031,5.902404185,0.1012992460808783,0.0967561841345485,87.781334,4.778909,XMMXCS J121937.0-031840.9
SDSSXCS-1174,1174,187.58269,16.277103,0.19740756,989.06889150895,100.07974588476569,167.5855798249351,4.986,0.8673731809999996,1.461180241,0.3520333027,0.0213157726394294,0.0203363307652498,1.19233113,0.1528142961592749,0.137205461552067,422.6005949284034,21.977192145802583,25.773110329544146,4.58603,0.4115886234086918,0.4844206725913089,0.2594020559,0.0072695659749449,0.0077783030231552,0.8430314207,0.0503044743106468,0.0476768427881244,50.421906,2.964098,XMMXCS J123019.8+161637.5
SDSSXCS-608,608,187.77237,15.940957999999998,0.18406145,703.8823680852005,46.74695612932945,49.76673683613621,2.38073,0.2832848009999997,0.3031421820000002,0.2084278256,0.0091096367364696,0.0111625559116256,0.518745769,0.0379336633620864,0.0425666136896263,349.8581896403342,21.83592334830561,24.53549803633649,3.16599,0.3441612672120362,0.3882765637879637,0.1473170066,0.0051482118955035,0.0053335863289316,0.4060568606,0.0260004778619874,0.0253742329418146,58.385002,2.9093542,XMMXCS J123105.3+155627.4
SDSSXCS-1645,1645,188.48142,15.435622,0.22812648,1029.2393393026075,23.42344802913294,23.451421470621995,5.16371,0.1718522370000004,0.1721628959999996,1.136355706,0.0121225794923773,0.011209763782396,3.918705018,0.0734386341696473,0.0855777524652987,448.49911744270094,7.376184486590865,7.437347321438506,5.16626,0.1301583906249996,0.1315853283750003,0.7382787055,0.0060265538703101,0.0067485995978092,2.546595835,0.038091629225998,0.039231709668849,51.352455,3.1802998,XMMXCS J123355.5+152608.2
SDSSXCS-225,225,188.5954,9.7885313,0.22960329,929.6790065336636,17.487938609532513,17.512931233946855,4.44849,0.1019055459999993,0.102213292,1.995568156,0.0129990849479122,0.0130315687962094,6.392186099,0.0846666262455624,0.0772973983078904,442.1779718520277,6.219599195652323,6.253127014108603,5.05739,0.1022404610126956,0.1030661899873051,1.06963896,0.0073695224910355,0.0073558760548089,3.649250351,0.0434209982891773,0.045274693494731,92.968025,4.224519,XMMXCS J123422.8+094718.7
SDSSXCS-9313,9313,189.07545,28.983881,0.2214931,828.8988668001388,26.26542826561013,26.379068165116337,3.62743,0.1790521859999998,0.1800472339999999,0.2859939627,0.0039960916563306,0.0037784382073175,0.8340742723,0.0211045725795858,0.0212518377273821,381.20855962221833,9.253835666609588,9.357283846858923,3.83125,0.1510734853162842,0.1530769176837156,0.1582667355,0.0019896343786699,0.0019345026982772,0.4728282015,0.0104257963104019,0.0109035867228049,29.171724,2.7222922,XMMXCS J123618.1+285901.9
SDSSXCS-286,286,189.24534,63.188315,0.31212524,1146.130647571404,40.27027736810869,39.67434620485699,7.0751,0.3927533670000001,0.3855772650000002,4.54106289,0.0484666102457538,0.0569781812723801,18.52578625,0.6040418476491212,0.5440056735139933,520.1051711506448,14.203384669377526,14.331026874937423,7.34414,0.3203718687954104,0.3238322302045899,3.338452349,0.0334548621856498,0.0378746874927293,13.89810488,0.3206981022123401,0.364556288356102,102.56341,4.8463364,XMMXCS J123658.8+631117.9
SDSSXCS-2347,2347,189.67042,9.4769605,0.22824667,836.2564749043244,33.968964848971495,34.21042027431516,3.97411,0.2551337569999998,0.2572247239999998,0.5233344702,0.0103432988385796,0.0099901387471642,1.589709067,0.0630286019699535,0.0607364046040903,425.10480413868174,13.064175628577262,13.237269560333406,4.75827,0.2467089208347168,0.2502279781652836,0.3779269412,0.0064141458583257,0.0051035313102948,1.250463989,0.034516376027188,0.0350439309482937,44.167366,2.9874723,XMMXCS J123840.9+092837.0
SDSSXCS-28269,28269,194.08956,25.768056,0.24395767,519.0943339406642,34.5640232642211,75.07691651989614,1.4654,0.1683148949999999,0.391158968,0.04429896153,0.0086185373555839,0.0114044094258623,0.09522099524,0.0198706614534712,0.0314187653741645,259.58347789080693,24.315030380590045,40.11316900866172,2.00394,0.3238141984382323,0.5421281585617677,0.03294698267,0.0032032429628312,0.0049002230160366,0.07778132998,0.0095687582727619,0.0134903887698382,21.559492,2.5047925,XMMXCS J125621.4+254605.0
SDSSXCS-6307,6307,195.66685,67.47805600000001,0.106321625,615.0524549266833,39.04586170814602,37.52097984980181,1.92088,0.201279132,0.1921763850000002,0.08878611209,0.0043374173981629,0.0053166851732387,0.2070797432,0.0159384344389064,0.0149745870247497,290.5091718165571,11.476945501204847,11.829707898723813,2.04598,0.1288282046540527,0.1339509483459471,0.04644275888,0.0016408634446794,0.001679697728366,0.1103166244,0.0047804972100184,0.0054043781758593,23.02397,1.685249,XMMXCS J130240.0+672841.0
SDSSXCS-241,241,195.99155,67.515354,0.22120395,882.7044137729106,22.414371652053404,28.36721726507993,3.37161,0.1397756669999998,0.1910148770000002,0.7442917958,0.01179385250428,0.0119404662520593,2.104544974,0.0488195413313174,0.0550564108960527,400.0915162674312,12.423128978078603,12.57257438613613,4.7381,0.2322790948798827,0.2353134031201174,0.4244497622,0.0063362891616612,0.0069464716089545,1.401456578,0.0396102475142317,0.0389098717482851,90.05433000000001,4.221745,XMMXCS J130357.9+673055.2
SDSSXCS-893,893,196.49692,26.513083,0.316266,1205.6318231587372,71.17528526724158,84.62012785676283,8.25083,0.788242308000001,0.9502198049999996,3.230770426,0.074475701400273,0.0770786677835047,14.37686909,0.7747427276212342,0.7404396082749916,519.586177365146,27.60529037171337,27.00256432486511,7.28151,0.6671540972512204,0.651923678748779,2.144165209,0.0499210697846836,0.046611969176908,8.884486809,0.4331969714658896,0.3990029454256323,70.26862,4.078387,XMMXCS J130559.2+263047.0
SDSSXCS-7432,7432,196.95654,29.430381,0.2615181,738.2224980763173,22.26372571356332,22.34969602925169,3.11999,0.1377266399999999,0.1384876379999999,0.7245482104,0.0100487655706384,0.0102424633178495,1.985604272,0.0453089215283255,0.0471822390446485,338.5064067539312,7.310197075615178,7.365120318341777,3.22335,0.1031478480651855,0.1042552159348142,0.5614268995,0.0067822234608236,0.0069300573029534,1.55862857,0.0297092004259726,0.0297413058696696,40.338364,4.0101438,XMMXCS J130749.5+292549.3
SDSSXCS-11613,11613,197.48658,32.372394,0.31576088,696.9762926668808,53.43416157168318,50.39170003534979,2.82255,0.380479352,0.3576211859999998,0.1617543438,0.006273148959857,0.0072515943899462,0.4267387578,0.0264499189828142,0.0267738645314826,294.3769052151985,11.46923628374189,13.846833433252558,2.64307,0.1692519265286867,0.2097771224713134,0.1040232597,0.003157182374694,0.0032602869322266,0.2680715444,0.0111131480667142,0.0098761998462374,26.395319,2.646696,XMMXCS J130956.7+322220.6
SDSSXCS-3,3,197.87444,-1.3401506,0.18239772,1353.1160605408331,23.429497002612862,23.43026662497444,8.27009,0.0608759299999999,0.0609103950000005,8.137899182,0.0156037813224418,0.0150067569674003,36.25745727,0.1661147574022266,0.155766933866559,,,,,,,,,,,,,164.71217,4.241623,XMMXCS J131129.8-012024.5
SDSSXCS-5939,5939,197.93809,22.035053,0.17044528,833.6198029246507,25.259568925537483,33.65833272009739,3.35781,0.158660872,0.2266526659999996,0.4283773861,0.0070486402923321,0.0071274568653971,1.209219102,0.0364474901982132,0.0329938069911315,360.12626647175614,8.982810871717453,9.066864803438971,3.28579,0.1290368605832519,0.1305721594167481,0.2945646507,0.0047781530345278,0.0042992025920125,0.8241347676,0.0183170223909511,0.0186205713403275,30.392122,2.6726713,XMMXCS J131145.1+220206.1
SDSSXCS-11881,11881,199.98092,33.314938,0.24046731,728.9991606975444,88.22655586383998,105.77258951688836,3.26456,0.651920514,0.7839286419999998,0.1825931106,0.0122977998599477,0.0121560859432511,0.5095202678,0.0594717225361181,0.0548313836576509,342.05840686191505,16.325719101945843,21.70818338216685,3.31578,0.2674220253927002,0.3604477106072998,0.1893529937,0.0060347718541998,0.0050459428000984,0.5317451139,0.0213422190677943,0.0253263635234106,34.83132,4.747418,XMMXCS J131955.4+331853.7
SDSSXCS-11394,11394,200.17352,33.178962,0.29215103,695.17761800203,40.28570945798354,40.87307283800945,2.91412,0.280883583,0.2853842589999997,0.2864032886,0.0098280659139844,0.0109264549102773,0.7645831011,0.0392545992126538,0.0354562774426693,364.04135273253627,21.778065823724468,23.00864090873553,3.6682,0.3897609720217283,0.4123961249782715,0.1308401708,0.005011239043312,0.0054974077669682,0.3834436146,0.0234806491066523,0.0198094319333071,35.71611,3.2004457,XMMXCS J132041.6+331044.2
SDSSXCS-907,907,200.71132,31.653187,0.32589027,1176.7611152924571,35.61927293151722,35.655568737464726,7.34556,0.3399067970000002,0.3403744509999997,4.565924735,0.046558497279685,0.0501854038873377,19.01031692,0.5018646760045762,0.4869403903842766,510.8659577052149,12.988864754358255,13.107583778598515,7.16805,0.2898354523168942,0.2930711046831051,3.293756509,0.0331024520850449,0.0369150071632127,13.53200743,0.3074892638747268,0.2715639611773284,88.37628000000001,5.120246,XMMXCS J132250.7+313911.4
SDSSXCS-14715,14715,201.28678,65.840952,0.18099065,452.31555440546674,20.39030663579573,19.199031767249497,1.21184,0.0692673859999999,0.061213532,0.05236876493,0.0035374330824216,0.0033884763976742,0.1042612002,0.0083552860262443,0.0074405114556733,212.83366676429168,7.380079502932917,7.153014224560332,1.30001,0.0489574858966064,0.0447431091033936,0.03319155127,0.0017745465617391,0.0020427877091262,0.06820815826,0.0039928728595097,0.0041707333480704,23.14601,2.1740084,XMMXCS J132508.8+655027.4
